,policyID,county
11743,688276,SEMINOLE COUNTY
11744,656647,SEMINOLE COUNTY
11745,405268,SEMINOLE COUNTY
11746,751181,SEMINOLE COUNTY
11747,544232,SEMINOLE COUNTY
11748,419259,SEMINOLE COUNTY
11749,577072,SEMINOLE COUNTY
11750,192115,SEMINOLE COUNTY
11751,429476,SEMINOLE COUNTY
11752,406536,SEMINOLE COUNTY
11753,501643,SEMINOLE COUNTY
11754,274706,SEMINOLE COUNTY
11755,363474,SEMINOLE COUNTY
11756,125893,SEMINOLE COUNTY
11757,754844,SEMINOLE COUNTY
11758,308454,SEMINOLE COUNTY
11759,635841,SEMINOLE COUNTY
11760,266635,SEMINOLE COUNTY
11761,594311,SEMINOLE COUNTY
11762,857709,SEMINOLE COUNTY
11763,118424,SEMINOLE COUNTY
11764,230678,SEMINOLE COUNTY
11765,334410,SEMINOLE COUNTY
11766,449697,SEMINOLE COUNTY
11767,548135,SEMINOLE COUNTY
11768,732503,SEMINOLE COUNTY
11769,796310,SEMINOLE COUNTY
11770,481639,SEMINOLE COUNTY
11771,294460,SEMINOLE COUNTY
11772,268508,SEMINOLE COUNTY
11773,235188,SEMINOLE COUNTY
11774,132256,SEMINOLE COUNTY
11775,170337,SEMINOLE COUNTY
11776,257109,SEMINOLE COUNTY
11777,478228,SEMINOLE COUNTY
11778,811528,SEMINOLE COUNTY
11779,595311,SEMINOLE COUNTY
11780,701945,SEMINOLE COUNTY
11781,411000,SEMINOLE COUNTY
11782,348601,SEMINOLE COUNTY
11783,247765,SEMINOLE COUNTY
11784,407743,SEMINOLE COUNTY
11785,354029,SEMINOLE COUNTY
11786,636750,SEMINOLE COUNTY
11787,510237,SEMINOLE COUNTY
11788,376459,SEMINOLE COUNTY
11789,923186,SEMINOLE COUNTY
11790,738548,SEMINOLE COUNTY
11791,984464,ORANGE COUNTY
11792,973699,SEMINOLE COUNTY
11793,257114,SEMINOLE COUNTY
11794,433703,ORANGE COUNTY
11795,229226,ORANGE COUNTY
11796,896669,ORANGE COUNTY
11797,755666,ORANGE COUNTY
11798,620235,ORANGE COUNTY
11799,940773,ORANGE COUNTY
11800,171169,ORANGE COUNTY
11801,849978,ORANGE COUNTY
11802,152292,ORANGE COUNTY
11803,644482,ORANGE COUNTY
11804,925060,ORANGE COUNTY
11805,184327,ORANGE COUNTY
11806,285465,ORANGE COUNTY
11807,110322,ORANGE COUNTY
11808,130834,ORANGE COUNTY
11809,103072,ORANGE COUNTY
11810,664656,ORANGE COUNTY
11811,203828,ORANGE COUNTY
11812,732592,SEMINOLE COUNTY
11813,315824,ORANGE COUNTY
11814,940796,ORANGE COUNTY
11815,931504,ORANGE COUNTY
11816,393907,ORANGE COUNTY
11817,633860,ORANGE COUNTY
11818,511402,ORANGE COUNTY
11819,162028,ORANGE COUNTY
11820,331283,ORANGE COUNTY
11821,647462,ORANGE COUNTY
11822,901149,ORANGE COUNTY
11823,236140,BREVARD COUNTY
11824,116135,BREVARD COUNTY
11825,557938,BREVARD COUNTY
11826,489026,BREVARD COUNTY
11827,817269,BREVARD COUNTY
11828,936859,BREVARD COUNTY
11829,592936,BREVARD COUNTY
11830,114860,VOLUSIA COUNTY
11831,435008,BREVARD COUNTY
11832,365567,LAKE COUNTY
11833,366017,ORANGE COUNTY
11834,669105,LAKE COUNTY
11835,239146,LAKE COUNTY
11836,401893,LAKE COUNTY
11837,236390,LAKE COUNTY
11838,765219,LAKE COUNTY
11839,871354,LAKE COUNTY
11840,540473,LAKE COUNTY
11841,483658,LAKE COUNTY
11842,577025,LAKE COUNTY
11843,750617,LAKE COUNTY
11844,654255,LAKE COUNTY
11845,959631,LAKE COUNTY
11846,738079,LAKE COUNTY
11847,390988,LAKE COUNTY
11848,534428,ORANGE COUNTY
11849,672105,ORANGE COUNTY
11850,783560,ORANGE COUNTY
11851,514386,ORANGE COUNTY
11852,562640,ORANGE COUNTY
11853,273256,LAKE COUNTY
11854,603831,LAKE COUNTY
11855,811928,LAKE COUNTY
11856,784804,LAKE COUNTY
11857,268541,LAKE COUNTY
11858,745646,LAKE COUNTY
11859,551538,LAKE COUNTY
11860,144060,LAKE COUNTY
11861,854791,LAKE COUNTY
11862,680088,LAKE COUNTY
11863,381975,LAKE COUNTY
11864,977481,LAKE COUNTY
11865,968395,LAKE COUNTY
11866,310900,LAKE COUNTY
11867,847798,LAKE COUNTY
11868,136045,LAKE COUNTY
11869,184223,LAKE COUNTY
11870,752812,LAKE COUNTY
11871,813537,LAKE COUNTY
11872,758391,LAKE COUNTY
11873,774331,LAKE COUNTY
11874,844778,LAKE COUNTY
11875,219166,LAKE COUNTY
11876,456785,LAKE COUNTY
11877,803297,LAKE COUNTY
11878,974165,LAKE COUNTY
11879,893575,LAKE COUNTY
11880,202449,LAKE COUNTY
11881,435273,LAKE COUNTY
11882,975225,LAKE COUNTY
11883,442832,LAKE COUNTY
11884,666257,LAKE COUNTY
11885,504999,LAKE COUNTY
11886,673910,LAKE COUNTY
11887,733695,LAKE COUNTY
11888,251374,LAKE COUNTY
11889,865958,LAKE COUNTY
11890,869758,LAKE COUNTY
11891,297560,LAKE COUNTY
11892,308451,LAKE COUNTY
11893,646456,LAKE COUNTY
11894,462193,LAKE COUNTY
11895,302129,LAKE COUNTY
11896,964840,LAKE COUNTY
11897,401122,LAKE COUNTY
11898,890136,LAKE COUNTY
11899,880547,LAKE COUNTY
11900,609414,LAKE COUNTY
11901,427627,LAKE COUNTY
11902,845231,LAKE COUNTY
11903,610862,LAKE COUNTY
11904,609781,LAKE COUNTY
11905,640667,LAKE COUNTY
11906,836031,LAKE COUNTY
11907,385760,LAKE COUNTY
11908,627769,LAKE COUNTY
11909,168742,LAKE COUNTY
11910,246297,LAKE COUNTY
11911,859641,LAKE COUNTY
11912,813949,LAKE COUNTY
11913,714528,LAKE COUNTY
11914,645635,LAKE COUNTY
11915,638758,LAKE COUNTY
11916,607412,LAKE COUNTY
11917,729794,VOLUSIA COUNTY
11918,847521,VOLUSIA COUNTY
11919,809384,VOLUSIA COUNTY
11920,575208,VOLUSIA COUNTY
11921,484136,VOLUSIA COUNTY
11922,713871,VOLUSIA COUNTY
11923,724288,VOLUSIA COUNTY
11924,400638,VOLUSIA COUNTY
11925,573046,VOLUSIA COUNTY
11926,203023,VOLUSIA COUNTY
11927,510098,VOLUSIA COUNTY
11928,913390,VOLUSIA COUNTY
11929,880129,VOLUSIA COUNTY
11930,501376,VOLUSIA COUNTY
11931,460482,VOLUSIA COUNTY
11932,360398,VOLUSIA COUNTY
11933,964104,VOLUSIA COUNTY
11934,997120,VOLUSIA COUNTY
11935,890477,VOLUSIA COUNTY
11936,492062,VOLUSIA COUNTY
11937,575020,VOLUSIA COUNTY
11938,252320,VOLUSIA COUNTY
11939,440052,VOLUSIA COUNTY
11940,443067,VOLUSIA COUNTY
11941,878802,VOLUSIA COUNTY
11942,506603,VOLUSIA COUNTY
11943,958424,VOLUSIA COUNTY
11944,129953,VOLUSIA COUNTY
11945,107836,VOLUSIA COUNTY
11946,869361,VOLUSIA COUNTY
11947,930821,VOLUSIA COUNTY
11948,133326,VOLUSIA COUNTY
11949,580555,VOLUSIA COUNTY
11950,314690,VOLUSIA COUNTY
11951,273399,VOLUSIA COUNTY
11952,598857,VOLUSIA COUNTY
11953,634472,VOLUSIA COUNTY
11954,107953,VOLUSIA COUNTY
11955,389792,VOLUSIA COUNTY
11956,990084,VOLUSIA COUNTY
11957,153828,VOLUSIA COUNTY
11958,585347,VOLUSIA COUNTY
11959,221409,VOLUSIA COUNTY
11960,453952,VOLUSIA COUNTY
11961,988514,VOLUSIA COUNTY
11962,908607,VOLUSIA COUNTY
11963,687949,VOLUSIA COUNTY
11964,254884,VOLUSIA COUNTY
11965,592354,VOLUSIA COUNTY
11966,335412,VOLUSIA COUNTY
11967,524786,VOLUSIA COUNTY
11968,444239,VOLUSIA COUNTY
11969,767308,VOLUSIA COUNTY
11970,353352,VOLUSIA COUNTY
11971,893445,VOLUSIA COUNTY
11972,537889,VOLUSIA COUNTY
11973,231972,VOLUSIA COUNTY
11974,660931,VOLUSIA COUNTY
11975,810572,VOLUSIA COUNTY
11976,452528,VOLUSIA COUNTY
11977,813265,VOLUSIA COUNTY
11978,629678,VOLUSIA COUNTY
11979,546306,VOLUSIA COUNTY
11980,343080,VOLUSIA COUNTY
11981,273164,VOLUSIA COUNTY
11982,488880,VOLUSIA COUNTY
11983,165348,VOLUSIA COUNTY
11984,775810,VOLUSIA COUNTY
11985,328109,VOLUSIA COUNTY
11986,337625,VOLUSIA COUNTY
11987,672518,VOLUSIA COUNTY
11988,823534,VOLUSIA COUNTY
11989,328385,VOLUSIA COUNTY
11990,656749,VOLUSIA COUNTY
11991,142776,VOLUSIA COUNTY
11992,961848,VOLUSIA COUNTY
11993,375641,VOLUSIA COUNTY
11994,264822,VOLUSIA COUNTY
11995,685254,VOLUSIA COUNTY
11996,367891,VOLUSIA COUNTY
11997,696224,VOLUSIA COUNTY
11998,266735,VOLUSIA COUNTY
11999,233232,VOLUSIA COUNTY
12000,245141,VOLUSIA COUNTY
12001,222889,VOLUSIA COUNTY
12002,628703,VOLUSIA COUNTY
12003,968186,VOLUSIA COUNTY
12004,319432,VOLUSIA COUNTY
12005,305832,VOLUSIA COUNTY
12006,230834,VOLUSIA COUNTY
12007,375946,VOLUSIA COUNTY
12008,619184,VOLUSIA COUNTY
12009,205845,VOLUSIA COUNTY
12010,597221,VOLUSIA COUNTY
12011,278111,VOLUSIA COUNTY
12012,265221,VOLUSIA COUNTY
12013,651135,VOLUSIA COUNTY
12014,552660,VOLUSIA COUNTY
12015,279206,VOLUSIA COUNTY
12016,713410,VOLUSIA COUNTY
12017,988621,VOLUSIA COUNTY
12018,710387,VOLUSIA COUNTY
12019,331290,VOLUSIA COUNTY
12020,312131,VOLUSIA COUNTY
12021,287317,VOLUSIA COUNTY
12022,264254,VOLUSIA COUNTY
12023,287385,SEMINOLE COUNTY
12024,464350,SEMINOLE COUNTY
12025,401468,SEMINOLE COUNTY
12026,721413,SEMINOLE COUNTY
12027,901473,SEMINOLE COUNTY
12028,440440,SEMINOLE COUNTY
12029,449688,SEMINOLE COUNTY
12030,977624,SEMINOLE COUNTY
12031,357272,SEMINOLE COUNTY
12032,987489,SEMINOLE COUNTY
12033,981367,SEMINOLE COUNTY
12034,424320,SEMINOLE COUNTY
12035,820003,SEMINOLE COUNTY
12036,361102,SEMINOLE COUNTY
12037,395740,SEMINOLE COUNTY
12038,821296,SEMINOLE COUNTY
12039,515561,SEMINOLE COUNTY
12040,229597,SEMINOLE COUNTY
12041,202395,SEMINOLE COUNTY
12042,241134,SEMINOLE COUNTY
12043,118712,SEMINOLE COUNTY
12044,730829,SEMINOLE COUNTY
12045,379399,SEMINOLE COUNTY
12046,362476,SEMINOLE COUNTY
12047,903807,SEMINOLE COUNTY
12048,693834,SEMINOLE COUNTY
12049,431325,SEMINOLE COUNTY
12050,570788,SEMINOLE COUNTY
12051,756420,SEMINOLE COUNTY
12052,157189,SEMINOLE COUNTY
12053,866344,SEMINOLE COUNTY
12054,864186,SEMINOLE COUNTY
12055,311624,SEMINOLE COUNTY
12056,840739,SEMINOLE COUNTY
12057,745992,SEMINOLE COUNTY
12058,855437,SEMINOLE COUNTY
12059,851026,SEMINOLE COUNTY
12060,188888,SEMINOLE COUNTY
12061,310788,SEMINOLE COUNTY
12062,496870,SEMINOLE COUNTY
12063,869511,SEMINOLE COUNTY
12064,220980,SEMINOLE COUNTY
12065,925053,SEMINOLE COUNTY
12066,434297,SEMINOLE COUNTY
12067,422647,SEMINOLE COUNTY
12068,848031,SEMINOLE COUNTY
12069,930191,SEMINOLE COUNTY
12070,609202,SEMINOLE COUNTY
12071,843220,SEMINOLE COUNTY
12072,286093,SEMINOLE COUNTY
12073,538374,SEMINOLE COUNTY
12074,398862,SEMINOLE COUNTY
12075,690340,SEMINOLE COUNTY
12076,653763,SEMINOLE COUNTY
12077,751235,SEMINOLE COUNTY
12078,996776,SEMINOLE COUNTY
12079,300405,SEMINOLE COUNTY
12080,425877,SEMINOLE COUNTY
12081,551140,SEMINOLE COUNTY
12082,428123,SEMINOLE COUNTY
12083,477451,SEMINOLE COUNTY
12084,337409,SEMINOLE COUNTY
12085,305879,SEMINOLE COUNTY
12086,113827,SEMINOLE COUNTY
12087,667028,SEMINOLE COUNTY
12088,636318,SEMINOLE COUNTY
12089,417820,SEMINOLE COUNTY
12090,158691,SEMINOLE COUNTY
12091,811869,SEMINOLE COUNTY
12092,161552,SEMINOLE COUNTY
12093,978417,SEMINOLE COUNTY
12094,814911,SEMINOLE COUNTY
12095,194963,SEMINOLE COUNTY
12096,587277,SEMINOLE COUNTY
12097,951420,SEMINOLE COUNTY
12098,287262,SEMINOLE COUNTY
12099,914195,SEMINOLE COUNTY
12100,732721,SEMINOLE COUNTY
12101,493297,SEMINOLE COUNTY
12102,977006,SEMINOLE COUNTY
12103,467529,SEMINOLE COUNTY
12104,909448,SEMINOLE COUNTY
12105,886911,SEMINOLE COUNTY
12106,356639,SEMINOLE COUNTY
12107,381928,SEMINOLE COUNTY
12108,271725,SEMINOLE COUNTY
12109,443271,SEMINOLE COUNTY
12110,944995,SEMINOLE COUNTY
12111,519929,SEMINOLE COUNTY
12112,169231,SEMINOLE COUNTY
12113,646855,SEMINOLE COUNTY
12114,936358,SEMINOLE COUNTY
12115,504039,LAKE COUNTY
12116,296523,LAKE COUNTY
12117,668862,LAKE COUNTY
12118,698568,LAKE COUNTY
12119,102522,SEMINOLE COUNTY
12120,398633,SEMINOLE COUNTY
12121,295932,SEMINOLE COUNTY
12122,394133,SEMINOLE COUNTY
12123,346051,SEMINOLE COUNTY
12124,876836,SEMINOLE COUNTY
12125,481576,SEMINOLE COUNTY
12126,524245,SEMINOLE COUNTY
12127,935037,SEMINOLE COUNTY
12128,476136,SEMINOLE COUNTY
12129,981412,SEMINOLE COUNTY
12130,468340,SEMINOLE COUNTY
12131,232395,SEMINOLE COUNTY
12132,838606,SEMINOLE COUNTY
12133,227098,SEMINOLE COUNTY
12134,175264,SEMINOLE COUNTY
12135,798642,SEMINOLE COUNTY
12136,896874,SEMINOLE COUNTY
12137,889548,SEMINOLE COUNTY
12138,660052,SEMINOLE COUNTY
12139,963513,SEMINOLE COUNTY
12140,129384,SEMINOLE COUNTY
12141,268707,SEMINOLE COUNTY
12142,168012,SEMINOLE COUNTY
12143,895258,SEMINOLE COUNTY
12144,841958,SEMINOLE COUNTY
12145,642393,SEMINOLE COUNTY
12146,638258,SEMINOLE COUNTY
12147,158784,SEMINOLE COUNTY
12148,969279,SEMINOLE COUNTY
12149,857421,SEMINOLE COUNTY
12150,715127,SEMINOLE COUNTY
12151,687730,SEMINOLE COUNTY
12152,888087,SEMINOLE COUNTY
12153,892109,SEMINOLE COUNTY
12154,725108,SEMINOLE COUNTY
12155,315640,SEMINOLE COUNTY
12156,165036,SEMINOLE COUNTY
12157,754841,SEMINOLE COUNTY
12158,662740,SEMINOLE COUNTY
12159,219942,SEMINOLE COUNTY
12160,115364,SEMINOLE COUNTY
12161,837811,SEMINOLE COUNTY
12162,697535,SEMINOLE COUNTY
12163,142189,SEMINOLE COUNTY
12164,650438,SEMINOLE COUNTY
12165,533518,SEMINOLE COUNTY
12166,106141,SEMINOLE COUNTY
12167,905230,SEMINOLE COUNTY
12168,525447,SEMINOLE COUNTY
12169,475645,SEMINOLE COUNTY
12170,927540,SEMINOLE COUNTY
12171,719812,SEMINOLE COUNTY
12172,570682,SEMINOLE COUNTY
12173,807569,SEMINOLE COUNTY
12174,411559,SEMINOLE COUNTY
12175,581141,SEMINOLE COUNTY
12176,205968,SEMINOLE COUNTY
12177,350629,SEMINOLE COUNTY
12178,114312,SEMINOLE COUNTY
12179,405161,SEMINOLE COUNTY
12180,160136,SEMINOLE COUNTY
12181,905747,SEMINOLE COUNTY
12182,449754,SEMINOLE COUNTY
12183,546554,SEMINOLE COUNTY
12184,317988,SEMINOLE COUNTY
12185,287719,SEMINOLE COUNTY
12186,672930,SEMINOLE COUNTY
12187,104022,SEMINOLE COUNTY
12188,295971,SEMINOLE COUNTY
12189,140382,SEMINOLE COUNTY
12190,670018,SEMINOLE COUNTY
12191,383571,SEMINOLE COUNTY
12192,944154,SEMINOLE COUNTY
12193,847336,SEMINOLE COUNTY
12194,314836,SEMINOLE COUNTY
12195,145307,SEMINOLE COUNTY
12196,406571,SEMINOLE COUNTY
12197,697212,SEMINOLE COUNTY
12198,419312,SEMINOLE COUNTY
12199,625919,SEMINOLE COUNTY
12200,838829,SEMINOLE COUNTY
12201,168827,SEMINOLE COUNTY
12202,945447,SEMINOLE COUNTY
12203,497343,SEMINOLE COUNTY
12204,964514,SEMINOLE COUNTY
12205,872484,SEMINOLE COUNTY
12206,417003,SEMINOLE COUNTY
12207,830883,SEMINOLE COUNTY
12208,879657,SEMINOLE COUNTY
12209,992741,SEMINOLE COUNTY
12210,475158,SEMINOLE COUNTY
12211,334583,SEMINOLE COUNTY
12212,107886,SEMINOLE COUNTY
12213,235170,SEMINOLE COUNTY
12214,642762,SEMINOLE COUNTY
12215,910464,SEMINOLE COUNTY
12216,200867,SEMINOLE COUNTY
12217,394700,SEMINOLE COUNTY
12218,878483,SEMINOLE COUNTY
12219,882735,SEMINOLE COUNTY
12220,950815,SEMINOLE COUNTY
12221,513702,SEMINOLE COUNTY
12222,453460,SEMINOLE COUNTY
12223,505575,SEMINOLE COUNTY
12224,964690,SEMINOLE COUNTY
12225,276446,SEMINOLE COUNTY
12226,229211,SEMINOLE COUNTY
12227,520052,SEMINOLE COUNTY
12228,940174,SEMINOLE COUNTY
12229,197505,SEMINOLE COUNTY
12230,433552,SEMINOLE COUNTY
12231,937529,SEMINOLE COUNTY
12232,340612,SEMINOLE COUNTY
12233,603535,SEMINOLE COUNTY
12234,632078,SEMINOLE COUNTY
12235,749548,SEMINOLE COUNTY
12236,217938,SEMINOLE COUNTY
12237,273191,SEMINOLE COUNTY
12238,196251,SEMINOLE COUNTY
12239,404024,SEMINOLE COUNTY
12240,855739,SEMINOLE COUNTY
12241,209459,SEMINOLE COUNTY
12242,662793,SEMINOLE COUNTY
12243,785434,SEMINOLE COUNTY
12244,402827,SEMINOLE COUNTY
12245,250503,SEMINOLE COUNTY
12246,371763,SEMINOLE COUNTY
12247,213887,SEMINOLE COUNTY
12248,718382,SEMINOLE COUNTY
12249,311086,SEMINOLE COUNTY
12250,770317,SEMINOLE COUNTY
12251,537606,SEMINOLE COUNTY
12252,706926,SEMINOLE COUNTY
12253,923046,SEMINOLE COUNTY
12254,517715,SEMINOLE COUNTY
12255,712427,SEMINOLE COUNTY
12256,394994,SEMINOLE COUNTY
12257,259478,SEMINOLE COUNTY
12258,784832,SEMINOLE COUNTY
12259,601415,SEMINOLE COUNTY
12260,930600,SEMINOLE COUNTY
12261,497908,SEMINOLE COUNTY
12262,282126,SEMINOLE COUNTY
12263,966683,SEMINOLE COUNTY
12264,168553,SEMINOLE COUNTY
12265,994779,SEMINOLE COUNTY
12266,193698,SEMINOLE COUNTY
12267,176360,SEMINOLE COUNTY
12268,202362,SEMINOLE COUNTY
12269,897992,SEMINOLE COUNTY
12270,383262,SEMINOLE COUNTY
12271,345092,SEMINOLE COUNTY
12272,367986,SEMINOLE COUNTY
12273,396809,SEMINOLE COUNTY
12274,553541,SEMINOLE COUNTY
12275,547823,SEMINOLE COUNTY
12276,302757,SEMINOLE COUNTY
12277,675635,SEMINOLE COUNTY
12278,392548,SEMINOLE COUNTY
12279,634816,SEMINOLE COUNTY
12280,680367,SEMINOLE COUNTY
12281,966587,SEMINOLE COUNTY
12282,401238,SEMINOLE COUNTY
12283,296948,SEMINOLE COUNTY
12284,382790,SEMINOLE COUNTY
12285,799855,SEMINOLE COUNTY
12286,338099,SEMINOLE COUNTY
12287,779105,SEMINOLE COUNTY
12288,633521,SEMINOLE COUNTY
12289,500636,SEMINOLE COUNTY
12290,608746,SEMINOLE COUNTY
12291,191334,SEMINOLE COUNTY
12292,684107,SEMINOLE COUNTY
12293,623726,SEMINOLE COUNTY
12294,862067,SEMINOLE COUNTY
12295,188641,SEMINOLE COUNTY
12296,465690,SEMINOLE COUNTY
12297,458614,SEMINOLE COUNTY
12298,779012,SEMINOLE COUNTY
12299,853084,SEMINOLE COUNTY
12300,135457,SEMINOLE COUNTY
12301,161434,SEMINOLE COUNTY
12302,980576,SEMINOLE COUNTY
12303,968067,SEMINOLE COUNTY
12304,226637,SEMINOLE COUNTY
12305,422783,SEMINOLE COUNTY
12306,414006,SEMINOLE COUNTY
12307,500391,SEMINOLE COUNTY
12308,196636,SEMINOLE COUNTY
12309,311197,SEMINOLE COUNTY
12310,573577,SEMINOLE COUNTY
12311,901789,SEMINOLE COUNTY
12312,322393,SEMINOLE COUNTY
12313,118531,SEMINOLE COUNTY
12314,117942,SEMINOLE COUNTY
12315,529293,SEMINOLE COUNTY
12316,138458,SEMINOLE COUNTY
12317,831042,SEMINOLE COUNTY
12318,508424,SEMINOLE COUNTY
12319,524649,SEMINOLE COUNTY
12320,597633,SEMINOLE COUNTY
12321,445121,SEMINOLE COUNTY
12322,656754,SEMINOLE COUNTY
12323,735208,SEMINOLE COUNTY
12324,776406,SEMINOLE COUNTY
12325,694930,SEMINOLE COUNTY
12326,718170,SEMINOLE COUNTY
12327,919917,SEMINOLE COUNTY
12328,904211,SEMINOLE COUNTY
12329,700802,SEMINOLE COUNTY
12330,474625,SEMINOLE COUNTY
12331,677821,SEMINOLE COUNTY
12332,825684,SEMINOLE COUNTY
12333,580189,SEMINOLE COUNTY
12334,217633,SEMINOLE COUNTY
12335,913977,SEMINOLE COUNTY
12336,129568,SEMINOLE COUNTY
12337,259150,SEMINOLE COUNTY
12338,761616,SEMINOLE COUNTY
12339,327765,SEMINOLE COUNTY
12340,559572,SEMINOLE COUNTY
12341,490837,SEMINOLE COUNTY
12342,570785,SEMINOLE COUNTY
12343,296504,SEMINOLE COUNTY
12344,779670,SEMINOLE COUNTY
12345,842752,SEMINOLE COUNTY
12346,368132,SEMINOLE COUNTY
12347,692840,SEMINOLE COUNTY
12348,317062,SEMINOLE COUNTY
12349,894450,SEMINOLE COUNTY
12350,322727,SEMINOLE COUNTY
12351,828709,SEMINOLE COUNTY
12352,548348,SEMINOLE COUNTY
12353,430462,SEMINOLE COUNTY
12354,830898,SEMINOLE COUNTY
12355,680709,SEMINOLE COUNTY
12356,319508,SEMINOLE COUNTY
12357,390080,SEMINOLE COUNTY
12358,423524,SEMINOLE COUNTY
12359,683514,SEMINOLE COUNTY
12360,441604,SEMINOLE COUNTY
12361,188824,SEMINOLE COUNTY
12362,107273,SEMINOLE COUNTY
12363,397068,SEMINOLE COUNTY
12364,627684,SEMINOLE COUNTY
12365,803041,SEMINOLE COUNTY
12366,665646,SEMINOLE COUNTY
12367,835523,SEMINOLE COUNTY
12368,996237,SEMINOLE COUNTY
12369,634303,SEMINOLE COUNTY
12370,568161,SEMINOLE COUNTY
12371,650721,SEMINOLE COUNTY
12372,665843,SEMINOLE COUNTY
12373,786335,SEMINOLE COUNTY
12374,457986,SEMINOLE COUNTY
12375,597838,SEMINOLE COUNTY
12376,425372,SEMINOLE COUNTY
12377,194875,SEMINOLE COUNTY
12378,214116,SEMINOLE COUNTY
12379,563709,SEMINOLE COUNTY
12380,120745,SEMINOLE COUNTY
12381,751228,SEMINOLE COUNTY
12382,852450,SEMINOLE COUNTY
12383,510311,SEMINOLE COUNTY
12384,271344,SEMINOLE COUNTY
12385,295472,SEMINOLE COUNTY
12386,781276,SEMINOLE COUNTY
12387,310498,SEMINOLE COUNTY
12388,798369,SEMINOLE COUNTY
12389,464881,SEMINOLE COUNTY
12390,145076,SEMINOLE COUNTY
12391,959563,SEMINOLE COUNTY
12392,184831,SEMINOLE COUNTY
12393,928881,SEMINOLE COUNTY
12394,369073,SEMINOLE COUNTY
12395,534452,SEMINOLE COUNTY
12396,536559,SEMINOLE COUNTY
12397,343850,SEMINOLE COUNTY
12398,653336,SEMINOLE COUNTY
12399,596834,SEMINOLE COUNTY
12400,452983,SEMINOLE COUNTY
12401,356057,SEMINOLE COUNTY
12402,688037,SEMINOLE COUNTY
12403,418740,SEMINOLE COUNTY
12404,117706,SEMINOLE COUNTY
12405,271251,SEMINOLE COUNTY
12406,368293,SEMINOLE COUNTY
12407,292951,SEMINOLE COUNTY
12408,934088,SEMINOLE COUNTY
12409,785354,SEMINOLE COUNTY
12410,843464,SEMINOLE COUNTY
12411,887376,SEMINOLE COUNTY
12412,671450,SEMINOLE COUNTY
12413,734253,SEMINOLE COUNTY
12414,270028,SEMINOLE COUNTY
12415,634588,SEMINOLE COUNTY
12416,179281,SEMINOLE COUNTY
12417,485790,SEMINOLE COUNTY
12418,354783,SEMINOLE COUNTY
12419,861838,SEMINOLE COUNTY
12420,347228,SEMINOLE COUNTY
12421,691381,SEMINOLE COUNTY
12422,144422,SEMINOLE COUNTY
12423,275546,SEMINOLE COUNTY
12424,294480,SEMINOLE COUNTY
12425,604548,SEMINOLE COUNTY
12426,289006,SEMINOLE COUNTY
12427,619934,SEMINOLE COUNTY
12428,978969,SEMINOLE COUNTY
12429,318704,SEMINOLE COUNTY
12430,633938,SEMINOLE COUNTY
12431,332843,SEMINOLE COUNTY
12432,699719,SEMINOLE COUNTY
12433,456237,SEMINOLE COUNTY
12434,649851,SEMINOLE COUNTY
12435,443264,SEMINOLE COUNTY
12436,639591,SEMINOLE COUNTY
12437,779438,SEMINOLE COUNTY
12438,736316,SEMINOLE COUNTY
12439,221862,SEMINOLE COUNTY
12440,603843,SEMINOLE COUNTY
12441,828548,SEMINOLE COUNTY
12442,979480,SEMINOLE COUNTY
12443,678906,SEMINOLE COUNTY
12444,688405,SEMINOLE COUNTY
12445,362759,SEMINOLE COUNTY
12446,582363,SEMINOLE COUNTY
12447,896662,SEMINOLE COUNTY
12448,880835,SEMINOLE COUNTY
12449,954096,SEMINOLE COUNTY
12450,109821,SEMINOLE COUNTY
12451,566034,SEMINOLE COUNTY
12452,858319,SEMINOLE COUNTY
12453,774350,SEMINOLE COUNTY
12454,957786,SEMINOLE COUNTY
12455,940310,SEMINOLE COUNTY
12456,513612,SEMINOLE COUNTY
12457,301976,SEMINOLE COUNTY
12458,272844,SEMINOLE COUNTY
12459,849719,SEMINOLE COUNTY
12460,126307,SEMINOLE COUNTY
12461,750928,SEMINOLE COUNTY
12462,731925,SEMINOLE COUNTY
12463,737719,SEMINOLE COUNTY
12464,459329,SEMINOLE COUNTY
12465,320352,SEMINOLE COUNTY
12466,968819,SEMINOLE COUNTY
12467,506911,SEMINOLE COUNTY
12468,287899,SEMINOLE COUNTY
12469,934546,SEMINOLE COUNTY
12470,373375,SEMINOLE COUNTY
12471,311383,SEMINOLE COUNTY
12472,255317,SEMINOLE COUNTY
12473,356714,SEMINOLE COUNTY
12474,258441,SEMINOLE COUNTY
12475,195383,SEMINOLE COUNTY
12476,636685,SEMINOLE COUNTY
12477,151041,SEMINOLE COUNTY
12478,184979,SEMINOLE COUNTY
12479,356747,SEMINOLE COUNTY
12480,499418,SEMINOLE COUNTY
12481,717481,SEMINOLE COUNTY
12482,831366,SEMINOLE COUNTY
12483,633472,LAKE COUNTY
12484,100318,LAKE COUNTY
12485,604089,LAKE COUNTY
12486,180084,LAKE COUNTY
12487,669200,LAKE COUNTY
12488,377946,LAKE COUNTY
12489,812892,LAKE COUNTY
12490,401801,LAKE COUNTY
12491,928634,LAKE COUNTY
12492,826267,LAKE COUNTY
12493,773172,LAKE COUNTY
12494,856747,LAKE COUNTY
12495,977900,LAKE COUNTY
12496,764077,LAKE COUNTY
12497,947320,LAKE COUNTY
12498,932422,LAKE COUNTY
